Category,Title,Brand,Price (INR),Rating,Review Count,Product Badge,Product URL,Image URL,Delivery Info,Discount
laptop,"Zebronics NC5500D Powerful Laptop Cooler with Dual 125mm Fans, Silent Operation, Adjustable Fan Speed, Display, Controls, USB, 5 Step Retractable Stand and Mobile Holder",,,3.8 out of 5 stars,"1,724",,,https://m.media-amazon.com/images/I/81RSzw0VAeL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dell Inspiron 15-3530 Laptop - 15.6 inch FHD, 13th Gen Intel Core i3-1305U, 8GB RAM, 512GB SSD, Win 11 + Office H&S 2024, Standard Keyboard, Platinum Silver, 1 Year Onsite Hardware Service, 1.62 Kg",,,3.9 out of 5 stars,160,,,https://m.media-amazon.com/images/I/61j8sfFCCPL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"DELL 14 (2025) Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Intel UHD Graphics/Windows 11 Home) Thin and Light Business Laptop/14.0"" HD Display/Grey/1.5 kg/MS Office 2021",,,2.6 out of 5 stars,6,,,https://m.media-amazon.com/images/I/710pC9glKFL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"EDNITA Mini Laptop Stand for Desk | Portable Metal PC Desk Stand, Aluminium Cooling Pad Mini Clip Compatible with MacBook Apple Laptop, Lenovo, Dell, Hp, Acer & Other Laptops Pack of-2 (Silver)",,,4.3 out of 5 stars,354,,,https://m.media-amazon.com/images/I/61ZejdSL77L._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Dell Inspiron 3530 Thin & Light Laptop, 13th Gen Intel Core i3-1305U/8GB/512GB SSD/15.6"" (39.62cm) 120Hz Refresh Rate on a FHD IPS Display/Windows 11 + MSO'21+McAfee 15 Month/Carbon Black/1.62kg",,,3.9 out of 5 stars,160,,,https://m.media-amazon.com/images/I/71qBAOWFSnL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Acer ALG, Intel Core i5 13th Gen - 13420H, NVIDIA GeForce RTX 3050-6GB, 16GB RAM, 512GB SSD, FHD 15.6""/39.62cm, 144Hz, Windows 11 Home, Steel Gray, 1.99kg, AL15G-53 Gaming Laptop",,,3.9 out of 5 stars,25,,,https://m.media-amazon.com/images/I/51JH5OhIx2L._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo Smartchoice Ideapad Slim 3 13Th Gen Intel Core I7-13620H 15.3 Inch(38.8Cm) WUXGA IPS Laptop(16GB RAM/512GB SSD/Windows 11/Office Home 2024/Backlit Keyboard/1Yr ADP Free/Grey/1.6Kg),83K100CJIN",,,4.0 out of 5 stars,38,,,https://m.media-amazon.com/images/I/71HMPbAf-iL._AC_UY218_.jpg,"Wed, 9 Jul",
laptop,"Lenovo V15 AMD Ryzen 3 7320U 15.6"" (39.62cm) FHD 250 Nits Antiglare Thin and Light Laptop (8GB/512GB SSD/Windows 11 Home/Arctic Grey/1.63 Kg), 83CQ000XIN",,,3.7 out of 5 stars,69,,,https://m.media-amazon.com/images/I/41kIqmz4S3L._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"iQOO Neo 10R 5G (Raging Blue, 12GB RAM, 256GB Storage) | Snapdragon 8s Gen 3 Processor | India's Slimmest 6400mAh Battery Smartphone | Segment's Most Stable 90FPS for 5 Hours",,,4.4 out of 5 stars,"1,763",,,https://m.media-amazon.com/images/I/61wL8Qbo0HL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Redmi Note 14 5G (Titan Black, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera",,,3.8 out of 5 stars,"1,127",,,https://m.media-amazon.com/images/I/71VzgeSWDQL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Samsung Galaxy M05 (Mint Green, 4GB RAM, 64 GB Storage) | 50MP Dual Camera | Bigger 6.7"" HD+ Display | 5000mAh Battery | 25W Fast Charging | 2 Gen OS Upgrade & 4 Year Security Update | Without Charger",,,4.0 out of 5 stars,"4,471",,,https://m.media-amazon.com/images/I/81T3olLXpUL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Samsung Galaxy A35 5G (Awesome Lilac, 8GB RAM, 128GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",,,4.0 out of 5 stars,"1,552",,,https://m.media-amazon.com/images/I/71ydypHebBL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box",,,4.0 out of 5 stars,"3,743",,,https://m.media-amazon.com/images/I/71r0Ysx+oVL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Samsung Galaxy A35 5G (Awesome Navy, 8GB RAM, 256GB Storage) | Premium Glass Back | 50 MP Main Camera (OIS) | Nightography | IP67 | Corning Gorilla Glass Victus+ | sAMOLED with Vision Booster",,,4.0 out of 5 stars,"1,552",,,https://m.media-amazon.com/images/I/71qQjZc6wyL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Motorola G05 4G (Forest Green, 4GB RAM, 64GB Storage)",,,3.8 out of 5 stars,"1,228",,,https://m.media-amazon.com/images/I/61xBynqDfVL._AC_UY218_.jpg,"Sat, 12 Jul, 9 am - 5 pm",
smartphone,"Lava O3 (Glossy Blue, 3 GB RAM, 64 GB Storage) | Biggest 6.75"" HD+ Display | 13MP AI Dual Rear Camera | 5000 mAh Battery | Secure Face Unlock | Fingerprint Reader | Charger & Phone-Cover in Box",,,3.8 out of 5 stars,566,,,https://m.media-amazon.com/images/I/51K+7McXYFL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,Redmi A3X Ocean Green 4GB RAM 128GB ROM,,,3.8 out of 5 stars,62,,,https://m.media-amazon.com/images/I/81tkxQmAetL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Samsung Galaxy M06 5G (Sage Green, 6GB RAM, 128 GB Storage) | MediaTek Dimensity 6300 | AnTuTu Score 422K+ | 12 5G Bands| 25W Fast Charging | 4 Gen. of OS Upgrades | Without Charger",,,3.8 out of 5 stars,"1,341",,,https://m.media-amazon.com/images/I/718tAI-i2uL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Xiaomi 15 (White, 12GB/512GB)| 50 MP Leica Triple Camera | SD 8 Elite | 1.5K CrystalRes Dynamic 1-120 Hz AMOLED | Hyper AI",,,4.4 out of 5 stars,165,,,https://m.media-amazon.com/images/I/61+unAVMvUL._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"Redmi A4 5G (Starry Black, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging",,,3.9 out of 5 stars,"4,244",,,https://m.media-amazon.com/images/I/718HzJbvY1L._AC_UY218_.jpg,"Wed, 9 Jul",
smartphone,"realme NARZO 70 Turbo 5G (Turbo Green,6GB RAM,128GB Storage) | Segment's Fastest Dimensity 7300 Energy 5G Chipset | Motorsports Inspired Design",,,4.1 out of 5 stars,"3,680",,,https://m.media-amazon.com/images/I/71GHoiLCpFL._AC_UY218_.jpg,"Thu, 10 Jul, 9 am - 5 pm",
smartphone,"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage) | Lifetime Display Warranty | 5500 mAh Battery, 80W SUPERVOOC and Reverse Charging | 50MP Camera with OIS | 120Hz AMOLED Display",,,4.1 out of 5 stars,"7,390",,,https://m.media-amazon.com/images/I/61Io5-ojWUL._AC_UY218_.jpg,"Wed, 9 Jul",
